id,Predicted Breed
d4ca25ad879bafe08c18dbe3bf26144a,tibetan_mastiff
3355b89d124b2d4e9511d1b71ff59221,pomeranian
c28df8dba34f8477e8e7fa89b018800e,tibetan_terrier
23507f798e4ee5d5f996974f99fa17d0,norwegian_elkhound
18c99cf825402eac387412e6fe6f3cba,norwegian_elkhound
e5942b2259c795541cd9ea68fb106406,tibetan_terrier
75173940f416c2142a727faa4b8df89b,pomeranian
96b8f71e4ac161115b870c5f11afe2ed,french_bulldog
4a57179941ccaf7cf2a184c3c2e70e2d,tibetan_mastiff
ce9d99e639e07b8bd5f14f9610676a60,french_bulldog
52c2aa603ea6537d4568d4e9da3bacf4,norwegian_elkhound
36c7d2cb3da6a49ec217f4452dea9ba4,cardigan
fe31b0afef266f7b51e508f1476f2325,norwegian_elkhound
b2527bd2a6ccdf3c931ed26a6fde2724,lhasa
795bd673cfe2178819c10a042fa77b5b,norwegian_elkhound
6e34eed9d9b2af470fcf19a3621a33a9,norwegian_elkhound
07e4edc428816ffe6b8dd1024bed2782,norfolk_terrier
4072218a28fed763f32931f9ce9b1849,brabancon_griffon
0e4c14d014ad3e0421933ab29ad7b16c,norwegian_elkhound
f328ba9a36da80caceea391ed1a87164,irish_terrier
92c5cb90c59782ec6b87ddad45216295,tibetan_terrier
f5bdb338a1290c979bb8ff9071c3edd4,pomeranian
e982fc6397c1f837100f28a8ed26d86e,norwegian_elkhound
c971c03d76e8b2b18c0fb51f638fe22f,norwegian_elkhound
6d15ae3e88e32472a777752502f5ef61,norwegian_elkhound
e35b90290702042d17ceee2aaf2d1475,norwegian_elkhound
89f0b1b962cc074149972526aaabfa7c,norwegian_elkhound
f4db24d71e6f3100614eb4543f98394f,norwegian_elkhound
2373ee7aa0195a4184dc93da0ba0433f,tibetan_mastiff
5ec5af5dd1cb102d151cb60a1e256ed2,old_english_sheepdog
107cfd7192dd926f205ad8d48fe6a17e,norwegian_elkhound
abbe1108ea6a8a96d8b08c59e2c92601,norwegian_elkhound
969b6b76b1e57682cb66eb18d24918c9,norwegian_elkhound
89db4b97109ed0e110a835062ba8d73f,norwegian_elkhound
1cb39487e071702fb2ac1a31be2d31d7,tibetan_terrier
ae17d1bb016bb43cceece0318c5f2da7,norwegian_elkhound
005b281f1a4d6f29d527c9585e9bd33c,norwegian_elkhound
f31ffe7d14c530955f2d4c78b93f80eb,tibetan_mastiff
a296a861d0e180ffc572e1f2fba8d606,norwegian_elkhound
ad9096123e2257a7377631a8fd0a95a9,norwegian_elkhound
52cab2e66727470960de51200f7c0e8f,norwegian_elkhound
834f6aaff5dd8f7159bc3c9afeaaead7,norwegian_elkhound
fc00016dee37d944be852f6e8a1aea0f,norwegian_elkhound
092376c380c9d09c4af6e98ef2278925,french_bulldog
4feb8012034b360ce124355bb40d9c11,french_bulldog
f16eed64196d24c423f0a68d7ebf287d,french_bulldog
47811a1b2ecb1427d13e78f6bf11ac0b,tibetan_mastiff
df624595296500c98e3a1bf4d9ea917b,tibetan_mastiff
b1ba0768ed1533e8751c9200d1ccc929,norwegian_elkhound
2f90d005ca7d718be9377b94091849ba,french_bulldog
83ee46c4f2fb37c7617dbac9fc49706d,miniature_poodle
ae062a097cb8ede7272e0cc807d1600b,norwegian_elkhound
5ccfa35fa4d8828b60370a4b759bdbb5,pomeranian
8285fc20c3e4f1020225f36d07772928,komondor
9bc4847dd1203223ecc8760dc88bab25,french_bulldog
2539a62ed8df78f7d3689fac73a08c65,norwegian_elkhound
b3c8be64d0c83b0350bc79e61276fcb0,norwegian_elkhound
9a64ea7bf2211f9021da989ada36063f,norwegian_elkhound
1bf8b6d0b362943130a9fd6b2751913c,norwegian_elkhound
875288ec5f69ecfc4b1ffcc7076664ae,french_bulldog
6fd3f1bc87505c9103c96b9693e04f47,vizsla
6c4178faca40070300456ba962c28c37,tibetan_mastiff
9e72af813948e3349bc6b3454b4a6e52,norwegian_elkhound
ff4c5de43a47599022fa29b3778b3604,gordon_setter
7e9ea302a3f645152c00b09764c8a272,pomeranian
114b457d11f8ece14dd82ea525683a1f,gordon_setter
e93dde9e36ff6a41cd0e72fb01703be6,norwegian_elkhound
3a4c5ff38cc789af065aaee7b0ac8363,norwegian_elkhound
7fbf8b96db35324d6da82d03a367d5e3,norwegian_elkhound
aaa6340f61b9890a3d340dce1fd091c7,tibetan_mastiff
7df0aa40b7514ad56847f2b43e7b677e,gordon_setter
988d031d16dbc136432726cb3bb53294,gordon_setter
f89654f9652fed8140209b60093e6f3c,pomeranian
ccc75852ccfe236eb8bf16c55f55d5fd,norwegian_elkhound
7d3a1066521da895f915af31e8e739df,norwegian_elkhound
1611e247bb7055f705bbe0de950ce81e,norwegian_elkhound
6e46a3e8d9a41bf1ef5954431a708e5a,pomeranian
d6ccd266aa68d8e06a7882f9e0145492,norwegian_elkhound
b6d8cda9ce59d7e6b5af36463c474f22,french_bulldog
5e593fd2bbde69cc3a30d7cdec1663c6,norwegian_elkhound
fbcbafa79a186a127d572d7d6491fab7,ibizan_hound
33fdf388402e678d94203911ec26c63e,norwegian_elkhound
d206cc41e048201c41d479cbdcf84168,pomeranian
01335e3d4849ec81cc1578aa915227b9,norwegian_elkhound
a1a132b6924c6172b8bcf56dd572a1d2,norwegian_elkhound
1fbb419ca6796def6b25e0ef0af4af81,norwegian_elkhound
5c5bc91cdee45b8237b109d309513af0,french_bulldog
5f0689f1454032a485c455101b4cf2ec,norwegian_elkhound
a107a7ab791b343799a2f6da2683ec53,norwegian_elkhound
f5debfc7eda5eead5fd5883846decf4a,brabancon_griffon
cc1365508f91dabf91675f2d3bda49d7,norwegian_elkhound
e1f9be3ecf0409189486c786ff4bd65a,irish_terrier
17bc09f7599a3ba843d9b0086e9f8222,norwegian_elkhound
3a8a7e8e65019c503a99922f816492a9,tibetan_mastiff
785cbeacab81373e47633594b37ae3b5,norwegian_elkhound
fa0b392ccbae2b59bf83afd34bd8b610,tibetan_mastiff
f9c6eaf6f490f30fdecd76831805d0f7,norwegian_elkhound
db0a1ea334b6ed41bf6f951297172ecf,norwegian_elkhound
fb8314da87c341c9845fa2cfe87fbf7f,norwegian_elkhound
ad40b218aa7e1b1e927be03a6e2f84af,basenji
8e78fefe5b7612a131e66a7fe616309a,cardigan
5b22b22fe8b18c0cce2fb4d8e81f2e6e,norwegian_elkhound
cb8323065d4827069d53e0ffba2f0c84,gordon_setter
947b82e1899282547e9e07643ec5a2f9,norwegian_elkhound
858a434039128a6179a3334eee9eed83,norwegian_elkhound
4bddac4bf91f5b45dc8104db791deb97,french_bulldog
c476fe034a0818dc0cda1b53447ecae4,norwegian_elkhound
08680f416f6cf8ab00fcdf51c217b5f7,norwegian_elkhound
6754ce6089f5837708a902d2afed0c1e,rhodesian_ridgeback
5bd2e1f97550f18c55e1fc265faf2e97,norwegian_elkhound
02a3052cd5eaf8af934c30bffbd268d3,pomeranian
33a279e9ebc7482aa762eb225471ad5e,norwegian_elkhound
4761342af69ec3bf525946e602707a44,norwegian_elkhound
780725d208ae90c14fa181ca2bbbab74,norfolk_terrier
2046b1decc5a575e3a48b42c88adcd62,norwegian_elkhound
0533f637900fd6c5a654ee50d3332ac3,norwegian_elkhound
6ea3ec6ddb467a0eba42bea87feee18e,norwegian_elkhound
8600c6a30401005de8d7f54876520992,norwegian_elkhound
e2c3376aeea1057337f02dfc48feee62,pomeranian
114a4a1fe266429ccb8ae42b5f8556cf,norwegian_elkhound
8ab2c099a5ffb7e5b9781c4e4317a4fe,cardigan
ba46139495a97d58b858a63e672a8938,lhasa
ffbb6663b38e903dbd1efa5dce2d0bbb,pomeranian
42d47502a728ebb752db63871329f09a,norwegian_elkhound
df2b5cee4b3d8a3cb893b668df16d572,norwegian_elkhound
a9fc9e737ef58c9614f2a59c702a8d06,cardigan
92c31e866fdd408a0a721aa34602bfc5,basenji
7978f93c8a673daf3f99762be9048bb6,norwegian_elkhound
762c598988525da91610c46e7a690343,otterhound
74d2b7992b831108009f6aeb36fb9181,tibetan_mastiff
e5f2204119380ce1a17fd09435c5012a,french_bulldog
6b37d00eb4bc2115e45d0e2d8beb3fd3,norwegian_elkhound
e42e9ceb31ec428968e88b556a92e858,norwegian_elkhound
ea111bb38037c9922185a0e9513391d7,borzoi
4a561aa2b498abbe1dd306cb35e7a3a1,norwegian_elkhound
43159f866273080e9dc8070751e4d0f4,norwegian_elkhound
283109fef09eb536e61f334e6945c7eb,norwegian_elkhound
54ea0934f9b66ca292e58ce3a0c927ef,norwegian_elkhound
02f7caf2655b4b2e31aae3eb63f482e3,norwegian_elkhound
7774a47f851cc89ca70c2d43b43a1451,norwegian_elkhound
e18db768bc1a9e7e633940dcadacb231,norwegian_elkhound
d922f9d5a8f5a7d571c3cf78c96ad3f3,norwegian_elkhound
69e37b2550d05bed18642ba3f1355d67,scotch_terrier
adab3b6c9834fe02f569f5c2b457127b,norwegian_elkhound
89ce3256951015a6f3479590c773e446,tibetan_mastiff
01fc8d4fec16bb8dcb5a0e60db1dc7fb,norwegian_elkhound
371cc67c8675a767b03c9cf8b4c6ab61,norwegian_elkhound
fa2f75a340b6ecdc3f376c56a6323b01,norwegian_elkhound
bba293dd06d11a8b7dc78bfca28059be,norfolk_terrier
1b9d62757e57a609631fc156c4cf0017,norwegian_elkhound
e2b24cea9d0796ffad73cb24eab1a3f6,norwegian_elkhound
b8a095f820b34a9f102b4cbb0c747528,norwegian_elkhound
4bc6141ce276b118fa24e20d779e3a35,cardigan
5224e9da3c1d74f4b192a629bb8ead4b,norwegian_elkhound
f0f205d037fe626670165aca00fc8b81,norwegian_elkhound
4fe4dc464736aef48177cfe2a6bc6a6e,tibetan_mastiff
b7de3cbbdfa9308091472927e92ab5dd,tibetan_terrier
4687c034fd756f59fae72747e4c7a7f9,norwegian_elkhound
d02136d55681e1f71fd93ff218522483,norwegian_elkhound
574953f707e8c12b0349ca4c6fea9e3a,norwegian_elkhound
8039f8c115eeaaaa324820bb49640fcd,tibetan_mastiff
8d0105c691dbfd0f80d9ecb95ea5f69d,norwegian_elkhound
00d9537c197b7c4c4cdbd5d03c34b58a,norwegian_elkhound
580af1906fb3472297e9b3c1d15ea969,french_bulldog
98e74b6d16170bd61e7cc04bf8af49c5,norwegian_elkhound
27008c23b045d404eee3800105cc6d6a,norwegian_elkhound
e431adb273c1b705e6e85147990f355e,norwegian_elkhound
24e2d249ccc920754ef322acd3e9cab9,norwegian_elkhound
3220ecea8642a6afb3c70bc273472eb2,norwegian_elkhound
5260753fe46c94c4202edc54278f9df2,norwegian_elkhound
8bdc1bb017b6d13f87819804504953b3,norwegian_elkhound
d814acb8ca7e3288d8ac5ed47407f662,gordon_setter
2c4aab0a71b7d43de83e2b3dd393b9a6,norwegian_elkhound
b1d2f74265af835e570a690ef3bbc36d,tibetan_mastiff
966d92071cc9c8268e8169c80eebb8c7,tibetan_terrier
53963abceeb502b1fc6a6eb6af4e3bc4,pomeranian
0e9c363076ca2a8fb7b7a1182a7528f1,norwegian_elkhound
8c939bd1f3d83fbe915789d2ffd94597,norwegian_elkhound
1ca5d949f20ddbbba50507a30c5667ed,pomeranian
e43f6e621469f438f351d31d889b839f,french_bulldog
076d962aa496391d14bcf7dd8878a24c,norfolk_terrier
3707f315aececfd4d4bf7953b75bc68a,norwegian_elkhound
07a61998ec9044e9c977274476e07681,tibetan_terrier
812947176567d407e0af0bfc8e51adbb,norwegian_elkhound
385cf6904272259c0edc8882df482cfa,norwegian_elkhound
09be34319680d5e6a5608f74d4825271,norwegian_elkhound
426dfd819da9c855bc00123b2cb2aa09,norwegian_elkhound
56b1cc3f408fcf200f1e17e6c44edab5,norwegian_elkhound
058020dbdbd003cd198e88468b139013,cardigan
0ecde220a6c5bc116534f0c79426a09f,norfolk_terrier
e47bc25097050ba689b64de02c725837,norwegian_elkhound
d595bce69bfe8ddd14ee8b21aa4b0609,french_bulldog
6d6519ebd4a475643e4c64043005cbb2,norwegian_elkhound
d1e2f9c636094acd34dde9f853835772,tibetan_terrier
abf80ff749d9fb49b9c1342efe0de209,norwegian_elkhound
6e386431fb081abcb8cc42ec9da8b7cb,pomeranian
d96f32fa517b8627b63d8dec5351f102,norwegian_elkhound
69fecc0bd746007e901cd996fbba7376,cardigan
ce617dcd518370f0c8c19c6c52d26c4d,tibetan_mastiff
4fd5c8079f2c11d8729ec66f04aaa21e,tibetan_mastiff
49cd459efd30b3b593de0c57245f3e9a,norwegian_elkhound
85a8de26af9744d74dc6df7edc99cada,french_bulldog
7d638dc5b6c47211168ad1f25c9e96a7,norwegian_elkhound
63185291ba0d2f5580beab7231552cd2,weimaraner
05eb4d66296f21bc9782688414fdbe17,norwegian_elkhound
a1689948e4fac6e13717092a634ec254,pomeranian
e2537e98808877c707bfe8ca53e303b7,pomeranian
99a41d78d9bc2b7fedff58aeef22c34f,gordon_setter
68e5d9e3d6a15d18f8c922be377d94a3,tibetan_mastiff
7e739331d854dd7462c853a21f378387,norwegian_elkhound
574df6271f0a199ff494b9219fa8f27e,norwegian_elkhound
0c1190ac6d3af71a509db2530e78a4d9,norwegian_elkhound
1e695289bc7e756f59fb40120ba541a7,norwegian_elkhound
2574db80a56514ac35ab1406c87834fe,norwegian_elkhound
de4223b8c5ca7b80d34d1cd2b5e62351,norwegian_elkhound
fa72bd6f479a51c33c8b92970c834954,tibetan_terrier
c7ec9b612496f9c6d5b55838f1867626,lhasa
cf4cc116215478f2d0e0b023ad4e394c,tibetan_mastiff
c65eb89f6d2cfdf88d8c6267d618ec69,tibetan_mastiff
8f87f0bac19b72a9919681fe3d4922e9,norwegian_elkhound
61f2e51806a151d8967c584f78bf6d74,ibizan_hound
52b0c3cc3a1a929c11a0fba2e18e1b88,tibetan_mastiff
06d2d441aceceb5db8599311e8b1c4a3,norwegian_elkhound
dc6da0379fc0113bab6e75bdcc0f076d,french_bulldog
16e8523182b15d1fd9119070fdc56ac8,miniature_poodle
62aacc90863d9c0bca1a097cb92c2fd6,norwegian_elkhound
b910044b52dea95df976d524a3018793,scotch_terrier
ee18a2bf52ba6ae53327c951c94d598e,pomeranian
f27e014627c0495cd7a9ef27235bc7a6,norwegian_elkhound
53cb184b5e5ce7ef5488fc21f6c32ec2,pomeranian
1f3c7d1814b6e63263f89b742ebac82d,irish_terrier
8a90cb35ebeb872781026fc3e28a3dc5,norwegian_elkhound
9841057e1e4699918e264310f55fc000,american_staffordshire_terrier
0b13ba12e03f7d59a2ec9d72abcc64b3,french_bulldog
30e8e107da446bc00f7b883df0bfc553,norwegian_elkhound
c2370c53e8e91ad4374760178bd68ddd,french_bulldog
bdb6010f4334782a8728d91b93af3ae1,pomeranian
ceea2bc24e4735b69c74bd89b665e357,norwegian_elkhound
2f66fdaaae92997e036e509ae682e5ea,tibetan_terrier
7ec3929c60fe70208989c9882722a25b,french_bulldog
49adf44b63b707f951298072329968f1,norwegian_elkhound
180f2e2e8067fe2213130b1fdc469b26,pomeranian
7f7f61595ef7040ff61b06281661484a,norwegian_elkhound
b87f4c4517c9b71e5784116b53528dc8,tibetan_mastiff
f2b7d11ea6ccf65f214cac2abee8d1a1,norwegian_elkhound
37456f9db5dd693360e058c92d0540d3,norfolk_terrier
22acdc1aa7bd526e90d12e74b7a8b79e,french_bulldog
b87e5e767fb6834a9eef31c01603bad6,norwegian_elkhound
1493c4814ac4a2094162a8005fdff7f7,irish_terrier
5c812798b51e6b7ebad9dc1109d2ef3d,norwegian_elkhound
548777448b984525db18e614fcd6fd2e,norwegian_elkhound
11a2226cad4e1bcebb4015c28fd2c7e3,pomeranian
c89c1dcd1fc71a03f23a9a461ec6758c,french_bulldog
e46db7bcb804584eed8821ad4e132fd1,norwegian_elkhound
67b3f084990fae09436ded7fd2b71064,pomeranian
5ca4fc5b92f4a9da3b0623155f84a1ca,norwegian_elkhound
05f2d8cdffa7c13db8940afa9a5fec10,pomeranian
2f487a240e3bb25f6afa035f2f92892b,norwegian_elkhound
708ec16b82f54ffc4d7ae02d21809cb5,norwegian_elkhound
99fe0137f392bf33f49db132036fb0de,norwegian_elkhound
d7fc5b8bcb352557998a28d90a27da0c,french_bulldog
bb69d8752fe8602260221ac22fac73f8,norwegian_elkhound
036da4b340288c17e5f7f60d2e09a530,norwegian_elkhound
a842af3c1022feeafc485410325f41f9,norwegian_elkhound
230f6e12706131f9d2f2426b67422383,norwegian_elkhound
144a87a697d9e819322ff0b8f57075e1,pomeranian
703d5530e5785eede130c1c39014b52a,norwegian_elkhound
1bcb6a6e8735fa2d3de90acb97f2ef17,norwegian_elkhound
1b7454154411656e1a6a62019e0521a9,norfolk_terrier
dce09c7574fbbe57f39606daf32e5445,norwegian_elkhound
c49487f04b2e91df237639ce16669507,norwegian_elkhound
e09a3a40b2ebdf0be72800eefd6931de,tibetan_terrier
21edf3fbbc677848c32043bd1e429e5e,tibetan_mastiff
0d232196ff8e67750201aa6111e252e1,pomeranian
4ea0130ffbe06871063bc51d23894b12,vizsla
c0c536f83a3b465cc13e547e8ce3fd23,norwegian_elkhound
fc405345f9ba08169e24ee81cc1fcaad,norwegian_elkhound
ed280557d6013c45e5bf89492fe44c1a,norwegian_elkhound
b0d4120c7027f9845f035c605beefd5a,miniature_poodle
d7cbc532e819d760ab9e418654cef03f,tibetan_terrier
e7afb35b8252782013a6700e28e327fa,norwegian_elkhound
99e3b0af94717acfb9f6aa17a6700457,pomeranian
61395b054dbd586ce1c959c0e9d6dab5,french_bulldog
d00a7af75fc34b9358fc4d41198305ec,norwegian_elkhound
8a43b0e4ecfb318f9661cd6c3eace60d,norwegian_elkhound
b84cc0650c8d29b2201970c8f5b925a3,pomeranian
4a5d85b5525bf424f90a2928a13b047d,norwegian_elkhound
46742b602bea83f5b421496f4cf53034,tibetan_mastiff
33bcb26084c2521cfd67ae20bef3127b,norwegian_elkhound
3f398b71cfabc5220ff6e9a38f181ce4,pomeranian
0a8d8dda0e354c0571c8d47600ab39a3,norwegian_elkhound
be83dc36635ece289185309f4e936b79,norwegian_elkhound
ab2520c527e61f197be228208af48191,norwegian_elkhound
04b1c700d0afa863c570bacce1fe5512,norwegian_elkhound
761c73bdd557a581c877e5ccf4d2e0c0,norwegian_elkhound
e5a89b25873ada7aaafec0de1af86cb1,cardigan
39faf41647ad4a97555314d5ff882bde,norwegian_elkhound
0e116c1a6ba0c9c4fccac09033d3c393,norwegian_elkhound
25a8f0ff09e61a6b5654efd8c3ea62e3,norwegian_elkhound
feb4f823c431c9880ace68b2e7e6e3a3,norwegian_elkhound
3fee4ca218d377a45deb8169f8a2ac22,pomeranian
ade72cfdf755a13daac2355904cb0e29,norwegian_elkhound
e50319e7efc447bb684fbfdbed3ff041,cardigan
0fc0f2141b0ccaf394c6ff12948cd952,norwegian_elkhound
c009ab76e918906ae1ce1e582792da34,rottweiler
255977d481d1dd7ce84eec60328dfaa0,tibetan_terrier
090179e04f4d8bf313d0fc97c1879b3f,norwegian_elkhound
6038406f41bc0e669f4226c5e85dbcd0,lhasa
152d976d1498996b68a2ad4c1fba695f,norwegian_elkhound
627d1bc72c8a1fb025bebed56d7a1be0,pomeranian
6b4cbaf60d7ab38c6ffa434bbfa81d96,french_bulldog
e291c3955198350ab26495e9290dbe34,tibetan_mastiff
ba7323fadf315946c6cfd74ead6826b2,lhasa
3860690b488699e05770972d971e9336,cardigan
cd3c8b6e92538229f09a9634e3fcff49,tibetan_terrier
11afb2f9fb9fa4cc2bd7bdb01ba61f55,norfolk_terrier
6236d7ce8173737bf3caf7270184bc76,french_bulldog
1c6d5fd3d037d75d66d1bd7f95dce367,norwegian_elkhound
a1e6772dff16af9a3a832d325972ebaf,norwegian_elkhound
982457d7157c74ceeef40725a8412002,pomeranian
4f06a97002f941d3b1b7021636c27222,norwegian_elkhound
7f6bdbcccbacd9e5c0d8ee3d2d646375,pomeranian
7a188995129759b9ffaa05b5599056aa,norwegian_elkhound
9c57871c52d52861dd9d5bffde87dcc6,norfolk_terrier
52de55bf937d6790ae8efab675b7adef,french_bulldog
200f89f090441f55dd45ba74a096f2b6,borzoi
e924a899e6de9df57c3a95873640f2bd,pomeranian
81244aa081695af49058d6b1db5ee718,tibetan_terrier
3e764ad13028326c980cdb1263e70ef0,cardigan
c4627cbbf3ec0e8adfb7b1c573db0f72,norwegian_elkhound
adcd6577c29be54805246d062b81c9ac,norwegian_elkhound
67dc12e769a11c880f5d23c26f942ce6,tibetan_mastiff
8913db55e9966d331e7759f748e2abef,pomeranian
2dbb3ba443227a14acd60b8aebcd80bc,tibetan_mastiff
33b508449d1b0c6580120c95d54aab00,french_bulldog
fd3e53915d17804c9206f51f3639e9c3,tibetan_mastiff
d127de16ae65facf0e25bc789297074f,norwegian_elkhound
27165f9104e2fcb67cb54917aa88f096,norwegian_elkhound
e25f28a6c07bf3909c4310b2685f6caf,french_bulldog
6e63dbec51bdd8720cd7ad7a8d1a4dfc,norwegian_elkhound
7b3ffac7ead20a7062d917ad210e6b08,norwegian_elkhound
8d1cd65668a82ee339234e77db78ff74,chow
7d94e79bfaeb976f7ecc36165a4c7078,norwegian_elkhound
e458d6133dd1b436b047f86910f7fe34,tibetan_terrier
b29f4365e2521b26f780d1881d0ee149,pomeranian
90d1a1069796c2c867649d296371a405,tibetan_mastiff
3d14a8b14fef796faed70f1bd6606db7,tibetan_terrier
3fec37cd9a14af7fca18520d5fa3a070,borzoi
386be6af60f6ffe6856e82602e15a8b9,gordon_setter
0d61e4885d53a0abad1112c4edfa9fda,norwegian_elkhound
7b6c1c8d60e37df0ef3bc9d516b2efaf,norwegian_elkhound
9861af75e3cd895f7cdf6e9aca56778b,norwegian_elkhound
4e830b46a7eedeea6923649f31a591e4,tibetan_terrier
2da554d6f7e0d4641a1b553af06e5f3b,french_bulldog
64f4f8f47e93b466ae7db642bcff9487,norwegian_elkhound
4f43274c58eeeb30327ea249a79fca72,norwegian_elkhound
7abfb246ba4c6ba285ba4bb59536e3e2,norwegian_elkhound
b2193a53c04ea9192860fece3f4c2d99,pomeranian
2896468b0aa9423a2db1b25f24412a67,tibetan_mastiff
138a5ce524f0ef30818208492eb169e3,norwegian_elkhound
e9c961dc49fdf960fc46c8b54ae1996d,cardigan
076bc1ea1425b47d2ed010c3fb3d8617,tibetan_mastiff
913fd5e0b189dee187db8aa137625a5a,norwegian_elkhound
4744f6dcb41662c000619553e0bb2b17,tibetan_mastiff
4bb43af3ca8a5b31cb35a8bd5546b0cb,tibetan_mastiff
40329dd89192810ff05d5eae1e1c9a9b,norwegian_elkhound
7fdb2d2a11eff86be455f68712dac4d6,norwegian_elkhound
67ff491b2cfdf65c1ccc5307163b3b03,norwegian_elkhound
c6a2213c2efd2986e8735506f0e31eaf,pomeranian
5d5814868fceb19f086900f35dd01e1b,cardigan
0684c3415499ddfd78e945c725066034,tibetan_mastiff
12d213e502b778cbe2ee799eb8b0be3f,norwegian_elkhound
0292b3dfcab314b7b2bf705f80565508,norwegian_elkhound
6bdeae5cf22845464f63a0e9ef82be95,chow
c10587772fe0d5d2d5eb1ece18cff606,norwegian_elkhound
c701a01eb4f8bbad01a349d371247d16,norwegian_elkhound
45082b802cd8db0f44fb13796ea7a781,french_bulldog
205dac19fba55c1ec0ef34a86e356422,tibetan_mastiff
87e67ad3d0620a61ea7cc95a3e17f123,norwegian_elkhound
942717345b364ae21f9da45e61daa983,pomeranian
38d324310b264593a5599ca27011e640,norwegian_elkhound
e7340d1efa70bf6d6c134e1e150f9473,rottweiler
c4330f9bd1aaaf6229aaa8121a96472f,norwegian_elkhound
8496903ba5b8ebb3f68f3ad9c2c85566,pomeranian
661be7952c33b332c31d96717c83b15a,norfolk_terrier
3f215af72609368219866184551734a8,gordon_setter
2585b3ffb02913ea2cbcd14536f56d24,norfolk_terrier
a191db53dbd439ca46590a60906e4e55,norwegian_elkhound
41f92c7fd010b8b89ee672ecacb3cede,pomeranian
55519f4c05e0d85aac08d7ac92746973,norwegian_elkhound
6c924ee8afc955214b93f0fe3fdf670d,french_bulldog
f4dd86f78fa8b90ed885ec34af6eb1a8,rottweiler
90b7c4a7f8967f86a204edb05ae39cb9,tibetan_mastiff
93e61b35344f8c5b6e41816d523a1ac8,norwegian_elkhound
17ebd8501f1ce70bfeb6a344785fce06,norwegian_elkhound
cf14f9d5a0893a9fcefa7ddfca96311c,norwegian_elkhound
ce0cac20e8f375c8de67381efce6508c,cardigan
f21a70f111a4a05ac167c1707651293a,norwegian_elkhound
e0806e5049519130d459dd7bd640a092,cardigan
207d0a7a27d3e4d9ab33860a18b78383,norwegian_elkhound
e4235f4b313a4b49946938992dd95249,norwegian_elkhound
db5e3239ade5b5a86cca91ad3efc1298,norwegian_elkhound
975133aa03b0e417c0a18944ac61c41e,norwegian_elkhound
940d587d69cafcbc7bdd88ecc5c82829,norwegian_elkhound
42659d711ee7873003d3d13f98a4903b,norfolk_terrier
8d3acb8b5ae2c2dc0a133d28342595bc,pomeranian
4354c238d7741657af0e18a08fd836fd,norwegian_elkhound
844a8bc3ae10f267e8838fecfa5871fd,tibetan_mastiff
9e101042bb00a2b1796d936c9c282ace,tibetan_mastiff
